stream;ndim;nsamples;detector;lr_strategy;seq_len;hidden_size;mse;mae_warmup;mae
generate_trend_drift;3;50000;PageHinkley;increase_lr_only;16;[32, 32];1.390822392263755;0.9410738097228603;0.9408116699099882
generate_trend_drift;3;50000;PageHinkley;increase_lr_only;16;[64, 64];1.4371320864528163;0.956680740583327;0.9563580291500663
generate_trend_drift;3;50000;PageHinkley;increase_lr_only;32;[16];1.3905543797551418;0.9408596131536537;0.9405894002839079
generate_trend_drift;3;50000;PageHinkley;increase_lr_only;32;[32, 32];1.3160696798440883;0.9148882462063979;0.9147638716194656
generate_trend_drift;3;50000;PageHinkley;increase_lr_only;32;[64, 64];1.346630930940906;0.9252670663803871;0.9251149370325127
generate_trend_drift;3;50000;PageHinkley;increase_lr_only;64;[16];1.433064305558538;0.9548579856486257;0.9547747470511142
generate_trend_drift;3;50000;PageHinkley;increase_lr_only;64;[32, 32];1.3410619993294068;0.9229770306748951;0.9230619466812694
generate_trend_drift;3;50000;PageHinkley;increase_lr_only;64;[64, 64];1.3261618843200549;0.9180048644260097;0.9179973654679578
generate_trend_drift;3;50000;PageHinkley;increase_and_decay_lr;16;[16];1.2597732211198245;0.8956351617382041;0.8957234484193266
generate_trend_drift;3;50000;PageHinkley;increase_and_decay_lr;16;[32, 32];1.2881066400640777;0.9056777708249987;0.90563703407093
generate_trend_drift;3;50000;PageHinkley;increase_and_decay_lr;16;[64, 64];1.31431572261758;0.9151132051681354;0.9148337978210611
generate_trend_drift;3;50000;PageHinkley;increase_and_decay_lr;32;[16];1.217669782374485;0.8798768394539381;0.8798656754218503
generate_trend_drift;3;50000;PageHinkley;increase_and_decay_lr;32;[32, 32];1.2696441435464434;0.8988509760615576;0.8988858820955175
generate_trend_drift;3;50000;PageHinkley;increase_and_decay_lr;32;[64, 64];1.2584278012006602;0.8949845328182977;0.8949686294219924
generate_trend_drift;3;50000;PageHinkley;increase_and_decay_lr;64;[16];1.3136395747951395;0.9125876202516122;0.9129013717920916
generate_trend_drift;3;50000;PageHinkley;increase_and_decay_lr;64;[32, 32];1.2858984944002176;0.9044261795153881;0.9045125630497918
generate_trend_drift;3;50000;PageHinkley;increase_and_decay_lr;64;[64, 64];1.2798665627899828;0.9019301038671792;0.9019544766506017
generate_trend_drift;5;20000;ADWIN;increase_lr_only;16;[16];1.2918069464595596;0.9066627050055408;0.906505532145539
generate_trend_drift;5;20000;ADWIN;increase_lr_only;16;[32, 32];1.31853355240524;0.9169561320681869;0.9167701175594456
generate_trend_drift;5;20000;ADWIN;increase_lr_only;16;[64, 64];1.3640529433829416;0.9323053127915865;0.9319384807714816
generate_trend_drift;5;20000;ADWIN;increase_lr_only;32;[16];1.3781180511694588;0.9365507485802447;0.9366954547697858
generate_trend_drift;5;20000;ADWIN;increase_lr_only;32;[32, 32];1.3699803273937925;0.9329663921445134;0.9328447494817038
generate_trend_drift;5;20000;ADWIN;increase_lr_only;32;[64, 64];1.3873928644076305;0.9388373057387223;0.9384098479901858
generate_trend_drift;5;20000;ADWIN;increase_lr_only;64;[16];1.4849696361860052;0.9716317612180843;0.9713468426673331
generate_trend_drift;5;20000;ADWIN;increase_lr_only;64;[32, 32];1.4105262138432693;0.9465069991650206;0.9463510446218298
generate_trend_drift;5;20000;ADWIN;increase_lr_only;64;[64, 64];1.3974231124196328;0.9415770929633088;0.9414379364219652
generate_trend_drift;5;20000;ADWIN;increase_and_decay_lr;16;[16];1.2926319093932603;0.9069002789844158;0.9068144685186124
generate_trend_drift;5;20000;ADWIN;increase_and_decay_lr;16;[32, 32];1.285200654263955;0.9049508875055629;0.9045187188633043
generate_trend_drift;5;20000;ADWIN;increase_and_decay_lr;16;[64, 64];1.3085296668985253;0.91321822255172;0.9127127811386495
generate_trend_drift;5;20000;ADWIN;increase_and_decay_lr;32;[16];1.3228452581630943;0.9177900473114463;0.9175389227397645
generate_trend_drift;5;20000;ADWIN;increase_and_decay_lr;32;[32, 32];1.2495794560911282;0.8916751796468159;0.8915571113212559
generate_trend_drift;5;20000;ADWIN;increase_and_decay_lr;32;[64, 64];1.3126899399658447;0.9140598564854618;0.9136499961060531
generate_trend_drift;5;20000;ADWIN;increase_and_decay_lr;64;[16];1.33167141784334;0.9181470528815742;0.9183795143185665
generate_trend_drift;5;20000;ADWIN;increase_and_decay_lr;64;[32, 32];1.3027829843563743;0.9101173493329977;0.9102128721956002
generate_trend_drift;5;20000;ADWIN;increase_and_decay_lr;64;[64, 64];1.3268407665973325;0.9175473139193571;0.9179317910473848
generate_trend_drift;5;20000;PageHinkley;increase_lr_only;16;[16];1.3987312003938643;0.9431866746694264;0.9432301678996029
generate_trend_drift;5;20000;PageHinkley;increase_lr_only;16;[32, 32];1.3338452927754063;0.9211175569382797;0.9206722892997555
generate_trend_drift;5;20000;PageHinkley;increase_lr_only;16;[64, 64];1.3732008305989696;0.9347292294677292;0.9340361953519876
