btc;1;17465;PageHinkley;increase_and_decay_lr;64;32;4098216476.805701;59636.83454526545;59263.29037360012;100;100
btc;1;17465;PageHinkley;increase_and_decay_lr;64;64;4078189321.772312;59496.8638680277;59124.90099415084;100;100
eth;1;17464;ADWIN;increase_lr_only;16;16;6070347.845906408;2377.4748573159472;2370.9507029663255;100;100
eth;1;17464;ADWIN;increase_lr_only;16;32;5476986.174855284;2252.821704093778;2247.7041039517144;100;100
eth;1;17464;ADWIN;increase_lr_only;16;64;4564523.476739813;2042.238801246602;2039.4907570882217;100;100
eth;1;17464;ADWIN;increase_lr_only;32;16;6247424.586543426;2413.079156396034;2406.164650548101;100;100
eth;1;17464;ADWIN;increase_lr_only;32;32;5411489.05175109;2238.6075125086477;2233.683022214164;100;100
eth;1;17464;ADWIN;increase_lr_only;32;64;4362413.661092926;1991.5941086351122;1989.4472169040157;100;100
eth;1;17464;ADWIN;increase_lr_only;64;16;6254348.295150862;2414.474756908267;2407.573047583569;100;100
eth;1;17464;ADWIN;increase_lr_only;64;32;5417015.915840517;2239.9093431528554;2235.010684211117;100;100
eth;1;17464;ADWIN;increase_lr_only;64;64;4299216.422684985;1975.2378625589763;1973.3050410478966;100;100
eth;1;17464;ADWIN;increase_and_decay_lr;16;16;6676730.834680192;2496.8649979482507;2488.9823680039885;100;100
eth;1;17464;ADWIN;increase_and_decay_lr;16;32;5928697.813703576;2348.4655168528793;2342.256207290782;100;100
eth;1;17464;ADWIN;increase_and_decay_lr;16;64;5377732.4186081495;2231.189476266627;2226.3049467105157;100;100
eth;1;17464;ADWIN;increase_and_decay_lr;32;16;6473299.7306749085;2457.613709023816;2450.1930218959633;100;100
eth;1;17464;ADWIN;increase_and_decay_lr;32;32;6277133.254173359;2419.0381195842233;2412.0637426004328;100;100
eth;1;17464;ADWIN;increase_and_decay_lr;32;64;5084693.034645336;2165.5069125316095;2161.3771170782024;100;100
eth;1;17464;ADWIN;increase_and_decay_lr;64;16;6481569.990495689;2459.275167455119;2451.86743307881;100;100
eth;1;17464;ADWIN;increase_and_decay_lr;64;32;6188984.07299569;2401.468395342488;2394.7281594041847;100;100
eth;1;17464;ADWIN;increase_and_decay_lr;64;64;5217007.973843391;2195.33100247354;2190.906425476074;100;100
eth;1;17464;PageHinkley;increase_lr_only;16;16;6157344.381268627;2395.053918023214;2388.3280578221493;100;100
eth;1;17464;PageHinkley;increase_lr_only;16;32;5554069.035738337;2269.5575715907103;2264.2424987485133;100;100
eth;1;17464;PageHinkley;increase_lr_only;16;64;3969174.963966814;1888.3884022644315;1887.3800875993018;100;100
eth;1;17464;PageHinkley;increase_lr_only;32;16;5898659.371439737;2342.2504160612148;2336.143258800743;100;100
eth;1;17464;PageHinkley;increase_lr_only;32;32;5373542.856087225;2230.1802516917996;2225.325993926988;100;100
eth;1;17464;PageHinkley;increase_lr_only;32;64;3788601.4145540865;1838.3320449920302;1837.9011270033761;100;100
eth;1;17464;PageHinkley;increase_lr_only;64;16;5987837.8417456895;2360.603447688304;2354.3156511188376;100;100
eth;1;17464;PageHinkley;increase_lr_only;64;32;5488645.924809626;2255.3056750198025;2250.2130770838944;100;100
eth;1;17464;PageHinkley;increase_lr_only;64;64;4510909.865549569;2028.6368646723165;2026.11051122205;100;100
eth;1;17464;PageHinkley;increase_and_decay_lr;16;16;6503331.878238194;2463.4623180431204;2455.96143172805;100;100
eth;1;17464;PageHinkley;increase_and_decay_lr;16;32;5984222.267064993;2359.8361993330004;2353.4999795150234;100;100
eth;1;17464;PageHinkley;increase_and_decay_lr;16;64;5082779.223840125;2164.5555572288613;2160.422316595372;100;100
eth;1;17464;PageHinkley;increase_and_decay_lr;32;16;6450089.066522774;2453.0677497176225;2445.697112105756;100;100
eth;1;17464;PageHinkley;increase_and_decay_lr;32;32;6090241.494471375;2381.4794993347723;2374.9238101421774;100;100
eth;1;17464;PageHinkley;increase_and_decay_lr;32;64;5148089.059357432;2179.9106024197195;2175.630361346052;100;100
eth;1;17464;PageHinkley;increase_and_decay_lr;64;16;6568536.1682327585;2476.1716964967404;2468.5801582985364;100;100
eth;1;17464;PageHinkley;increase_and_decay_lr;64;32;6197995.565941092;2403.203635557787;2396.4287175250874;100;100
eth;1;17464;PageHinkley;increase_and_decay_lr;64;64;5321423.175352012;2218.169199360116;2213.488590066844;100;100
